title~summary~url~img_url
Datové koncepty nejen pro děti | Mňamka #391~                          Možná už jste také někdy přemýšleli o tom, jak některé datové a statistické koncepty jednoduše vysvětlit i malým dětem. Nebo jste prostě jen hledali něco zajímavého, čím oživit a projasnit vaše prezentace. My také, a proto pro vás dnes máme sérii skvělých grafických ilustrací od Allison Horst. Poutavým a zábavným způsobem v nich přibližuje takové koncepty, jako jsou např. normální rozdělení, časové řady, lineární regrese či programovací funkce. A vedle toho se rovněž dozvíte, jak si udělat pořádek v datech. Tak se pojďte inspirovat spolu s námi!                        ~https://allisonhorst.com/data-science-art~https://www.bizztreat.com/files/responsive/360/0/normal.png
Jak analyzovat zákaznický feedback? | Mňamka #388~                          Zpětná vazba od zákazníků je pro úspěch každého produktu naprosto zásadní. Na tom se shodnou asi úplně všichni. Jenže zdaleka ne každý už umí následně s takovým feedbackem náležitě pracovat. A není se vlastně ani čemu divit. Od zákazníků totiž většinou nedostáváte hezká numerická data, která můžete jednoduše analyzovat. Naopak, často se jedná o stovky unikátních recenzí a komentářů, které navíc musíte sesbírat z mnoha různých zdrojů. V dnešní mňamce vám proto poradíme, jak s takovými daty naložit!                        ~https://towardsdatascience.com/how-to-get-actionable-insights-from-customer-feedback-a922ec5b37e1~https://www.bizztreat.com/files/responsive/360/0/feedback.jpg
Od dashboardu k příběhu | Mňamka #389~                          Hurá! Máte váš první dashboard! Nechceme vám kazit radost, dost možná vás ale velmi brzy čeká vystřízlivění. I když jsou dashboardy skvělým interaktivním nástrojem pro práci s firemními daty, neznamená to ještě, že vám automaticky řeknou, co konkrétně máte nyní dělat. Může se vám tak snadno stát, že vaši lidé na ně sice budou koukat, ale nebudou už vědět, jak s nimi naložit. Dnes si proto na příkladu jednoho fitness řetězce ukážeme, jak z vašeho dashboardu vytáhnout konkrétní příběhy, na základě kterých už můžete jednat!                        ~https://www.storytellingwithdata.com/blog/from-dashboard-to-story~https://www.bizztreat.com/files/responsive/360/0/3264-dashboard.png
Data governance a inovace | Mňamka #386~                          Spousta firem má při řízení a správě dat nastavená natolik drakonická bezpečnostní pravidla, že jim data jen velmi stěží mohou přinášet skutečně inovativní byznysovou hodnotu. I když se to tak ale na první pohled nezdá, data governance a inovace nemusejí být nutně v rozporu. Jednou z možností, jak toho dosáhnout, může být například využití syntetických dat. Ve zkratce, jde o data, která se tváří jako reálná, mají obdobné statistické parametry, ale nepředstavují žádnou bezpečnostní hrozbu. Více už v dnešní mňamce!                        ~https://tdwi.org/articles/2022/10/17/diq-all-three-ingredients-of-innovative-data-governance.aspx~https://www.bizztreat.com/files/responsive/360/0/datagovernance.jpg
Jak vybudovat datovou akademii | Mňamka #387~                          „Do roka a do dne budou všichni naši lidé umět Python a Machine learning!“ Tak takhle to opravdu nefunguje. Žijeme sice v datovém světě, stále ale platí, že pouhé teoretické dovednosti nestačí. I firemní vzdělávání musí mít jasnou vazbu na byznysové cíle a potřeby. Pokud i vy procházíte digitální transformací a řešíte, jak efektivně vzdělávat své lidi, odpovědí vám může být interní datová akademie. Podívejte se na přehlednou infografiku, která vám ukáže, jak takovou akademii vybudovat na opravdu pevných základech!                         ~https://www.datacamp.com/blog/infographic-5-best-practices-for-building-a-data-academy~https://www.bizztreat.com/files/responsive/360/0/dataacademy.png
Power BI Bookmarks II. – tvorba filtrovacího panelu | Mňamka #385~                          Jak si v Power BI vytvořit záložky? Máme tady pokračování naší krátké minisérie o záložkách od Terky. V minulém díle jsme si udělali generální úklid v sekci Selection a dnes už se tak konečně můžeme pustit do samotné tvorby záložek. Vše si přitom demonstrujeme pěkně krok po kroku na jednoduchém příkladu tvorby filtrovacího panelu, který se na stránce zobrazí při stisku ikony filtru. Další praktické příklady si pak ukážeme v závěrečném díle našeho průvodce po záložkách, kde se zároveň podíváme i na jejich limity a omezení. Tak jdeme na to!                        ~https://www.bizztreat.com/blog/power-bi-bookmarks-ii-tvorba-filtrovaciho-panelu-mnamka-385~https://www.bizztreat.com/files/responsive/360/0/filtry.png
Datová gramotnost jako nezbytná dovednost | Mňamka #383~                          Bez datové gramotnosti se už velmi brzy neobejdeme! Schopnost umět analyzovat a využívat data se v rostoucí míře stává nezbytnou dovedností, a to jak pro jednotlivce, tak pro firmy. Není se ale čeho bát. Neznamená to totiž, že se budeme muset všichni naučit programovat v jazyce R, to bude stále především doménou datových specialistů. Každý z nás ale bude muset disponovat alespoň elementární znalostí základních datových konceptů. Jedině tak totiž uspějeme ve stále komplexnějším datovém světě. Přečtěte si, proč je datová gramotnost nezbytná!                        ~https://www.datanami.com/2022/09/29/data-literacy-good-for-business-and-good-for-citizens-too/~https://www.bizztreat.com/files/responsive/360/0/gramotnost.jpg
Kde se berou memy? | Mňamka #384~                          Pokud jste si někdy kladli otázku, kdeže se vlastně berou všechny ty internetové memy, dnes pro vás máme odpověď. A asi vás nepřekvapí, že ji najdeme v datech. Tak například, zatímco ještě v roce 2013 většina memů vznikla na síti Tumblr, dnes už jim jednoznačně vládne TikTok. A pozor, memy nejsou jenom o zábavě. Naopak můžou nám hodně napovědět o nejnovějších společenských trendech, způsobu lidské komunikace na internetu, relevantnosti jednotlivých sociálních platforem a také o tom, jak se vůbec šíří virální obsah. Tak se na to podívejte!                        ~https://knowyourmeme.com/editorials/insights/where-do-memes-come-from-the-top-platforms-from-2010-2022~https://www.bizztreat.com/files/responsive/360/0/f56.png
Code review – proč jej děláme a proč je důležité? | Mňamka #382~                          Pro někoho je code review neboli kontrola změn kódu zbytečnost, která jen zpomaluje práci na projektu. Pro nás je to ale základní součást firemních good practices. Jedině tak si totiž můžeme být jisti, že se do produkčního kódu nedostanou chyby. Správně nastavený proces code review vedle toho ale také podporuje týmovou spolupráci a zastupitelnost na projektech. I sebelepší kód vám je totiž k ničemu, když mu rozumí jen jediný člověk. Podívejte se proto, jak takové code review v BizzTreat vypadá!                        ~https://witty-mayflower-fdf.notion.site/Code-review-pro-jej-d-l-me-a-pro-je-d-le-it-bf18cf03de6a479db6c2fb1679df4033~https://www.bizztreat.com/files/responsive/360/0/codereview.png
Jak zlepšit datovou kulturu ve firmě? | Mňamka #380~                          Téměř každá firma sní o vlastní datové utopii, ve které jsou veškerá byznysová rozhodnutí činěna na základě dat a tržby díky tomu utěšeně rostou až do nebes. Jenže jen málokterá organizace se tomuto stavu dokáže v realitě přiblížit. Podle statistik je takto datově vyspělých firem na celém světě jen asi 7 %. V čem dělají ostatní chybu? Nedostatky nejčastěji leží v datové kultuře. Jen málokdo si je totiž ochoten klást nepříjemné otázky, které jsou s její implementací spojeny. Přečtete si, jak to napravit!                        ~https://www.ciodive.com/news/improving-enterprise-data-culture/632555/~https://www.bizztreat.com/files/responsive/360/0/dataculture.jpg
7 tipů pro lepší dashboardy | Mňamka #381~                          Dashboardy nejsou raketová věda. Do jejich tvorby se bez větších překážek může pustit každý. Pokud ovšem chcete, aby byly opravdu užitečné a umožnily svým uživatelům jednoduše sledovat všechna relevantní data v souvislostech, potřebujete k jejich tvorbě přistupovat systematičtěji. Spousta lidí totiž chybuje už v samotném počátku, např. tím, že se prostřednictvím dashboardů snaží řešit imaginární problémy. Dnes pro vás proto máme hezký článek od GoodData, který vám v 7 tipech poradí, jak vytvořit dashboard, který si jeho uživatelé doslova zamilují!                         ~https://medium.com/gooddata-developers/7-crucial-tips-for-building-dashboards-users-actually-love-to-use-cd3a3ea2c6ed~https://www.bizztreat.com/files/responsive/360/0/dashboardy.png
Power BI Bookmarks I. – základní principy | Mňamka #379~                          Chcete si jednoduše přizpůsobit vizuály v Power BI podle svých aktuálních potřeb? Například si stejná data zobrazit v tabulce nebo ve sloupcovém grafu, podle toho, co vám zrovna více vyhovuje? Tak to jste na správném místě. Terka pro vás sepsala krátkou minisérii o záložkách neboli bookmarks, které vám právě takovou interaktivitu reportů v Power BI umožňují. V prvním díle si nejprve osvětlíme základní principy fungování záložek a poté si ukážeme, jak udělat generální úklid okna „selection“.                        ~https://www.bizztreat.com/blog/power-bi-bookmarks-i-zakladni-principy-mnamka-379~https://www.bizztreat.com/files/responsive/360/0/3162-obrazek1.png
Datová strategie v 5 krocích | Mňamka #377~                          Firmy často nemají dostatečně robustní datovou strategii. A to i přesto, že drtivá většina z nich je přesvědčena o extrémní důležitosti využití dat pro budoucí fungování byznysu. Dnes vám proto přinášíme článek, který vám v 5 stručných krocích popíše, jak k tvorbě takové firemní datové strategie vlastně přistupovat. A hned první krok může být pro někoho překvapivý. Nezačíná se totiž u dat samotných, nýbrž u byznysových otázek a cílů. Pokud vás zajímá, jaké jsou další kroky, přečtěte si dnešní mňamku!                        ~https://medium.com/dataroots/how-to-develop-a-business-driven-data-strategy-by-ben-mellaerts-8ee6241b9228~https://www.bizztreat.com/files/responsive/360/0/data-strategy.png
Jak na odrážkové grafy | Mňamka #378~                          Odrážkový graf (bullet chart) může být velmi užitečným vizualizačním nástrojem v rámci každého dashboardu. Umožňuje nám totiž porovnávat sledovaný výkon oproti našim stanoveným cílům. Např. tržby za aktuální rok oproti plánu prodejů nebo počet nových zákazníků oproti akvizičnímu cíli. Jelikož jde ale o komplexnější a méně používaný typ grafu, může být někdy jeho interpretace pro neznalé publikum poměrně náročná. Podívejte se proto, na co si dát v případě použití odrážkových grafů pozor!                         ~https://www.storytellingwithdata.com/blog/what-is-a-bullet-graph~https://www.bizztreat.com/files/responsive/360/0/bullet-graph.png
Extrakce/získávání dat – jak na to? | Mňamka #376~                          V současné době bývá poměrně běžné, že se firemní data nacházejí v mnoha různých nesourodých zdrojích – v CRM a ERP systémech, účetních programech, online inzertních platformách nebo na webových stránkách. Pokud taková data chcete využít pro datovou analytiku, musíte je nejprve extrahovat do vaší databáze či datového skladu. V drtivé většině případů to je proveditelné, potřebujete k tomu ale speciální program, tzv. extraktor. Jak takové programy vlastně fungují a co dělat, pokud potřebujete stahovat data ze stránky, která nemá API? To už se dozvíte v mňamce od Báry!                        ~https://witty-mayflower-fdf.notion.site/Extrakce-z-sk-v-n-dat-3bd8d39ebe6e4e37acfce338676ca9eb~https://www.bizztreat.com/files/responsive/360/0/extrakce.jpg
E-commerce v post-covidové době | Mňamka #374~                          Pro e-commerce se koronavirus stal doslova raketovým pohonem. Mnoho tradičních značek zamířilo narychlo online a některé obchody zažívaly dvou i trojciferné nárůsty tržeb. Nyní už ale stojíme před zcela jinou realitou. Koneckonců i česká e-shopová scéna není poprvé v historii na vzestupu, ale naopak stagnuje či dokonce klesá. Spousta firem proto aktuálně řeší otázku, jak co nejlépe skloubit online prodej s tradiční pobočkovou sítí. Odpověď lze samozřejmě najít ve využití dat, AI a prediktivní analytiky. O tom už ale více v dnešním článku!                        ~https://tdwi.org/articles/2022/08/11/data-all-data-key-to-helping-retailers-survive-and-thrive.aspx~https://www.bizztreat.com/files/responsive/360/0/dataecom.jpg
Jak na dashboardy | Mňamka #375~                          Dashboardy jsou jedním z nejdůležitějších komunikačních nástrojů v datovém světě. Na jejich základě je možné činit optimální firemní rozhodnutí a umožňují také snadnou orientaci v neustále se zvyšující záplavě dat. Aby ale takový dashboard plnil svůj účel, musí být jednoduše stravitelný pro své cílové publikum. Jiné informace totiž potřebuje exekutivní vedení firmy a jiné zase analytik zabývající se řešením konkrétní byznys otázky. Dnes vám proto přinášíme přehledný checklist, který vám pomůže s tvorbou vašich budoucích dashboardů!                        ~https://www.datacamp.com/blog/infographic-dashboard-design-checklist~https://www.bizztreat.com/files/responsive/360/0/dashboard.png
Jak přistupovat k user managementu v datové analytice? | Mňamka #373~                          Ne každý ve firmě by měl mít přístup úplně ke všem datům. A to ani tam, kde naplno vládne datová demokratizace. Základem dobré bezpečnosti je totiž tzv. princip nejnižších privilegií – nedávejte uživatelům přístup tam, kam ho nepotřebují. Stejně tak je ale potřeba pro klíčové procesy nastavit odpovídající kontrolní mechanismy, které povedou k minimalizaci bezpečnostních rizik. Co dalšího ještě můžete udělat? Verča pro vás popsala 5 důležitých bodů, kterých se společně s našimi klienty při přidělování uživatelských přístupů a práv snažíme držet.                        ~https://www.bizztreat.com/blog/jak-pristupovat-k-user-managementu-v-datove-analytice-mnamka-373~https://www.bizztreat.com/files/responsive/360/0/userman.jpg
A/B testování – teorie, praxe a nástrahy | Mňamka #371~                          Jedním z nejběžnějších využití datové analytiky v současném firemním prostředí je už snad skoro všudypřítomný A/B test. Zvláště pro firmy, které pracují s rozsáhlým množstvím dat a Machine Learning modely, může mít takové experimentování zcela zásadní dopad na byznysové metriky. Např. Lyft detailně testuje úplně každou produktovou změnu a Netflix je na kultuře A/B testování rovnou celý postaven. Všeobecná popularita tohoto přístupu ale vedla k rozšíření mnoha omylů. Přečtěte si proto, na jaké nástrahy si dát při A/B testování pozor!                        ~https://towardsdatascience.com/the-joy-of-a-b-testing-theory-practice-and-pitfalls-de58acbdb04a~https://www.bizztreat.com/files/responsive/360/0/ab.png
Jaké písmo použít pro grafy? | Mňamka #372~                          Změna písma je patrně ten nejjednodušší způsob, jak můžete nechat své grafy a tabulky vyniknout. Jenže jak si takové písmo pro datovou vizualizaci vůbec vybrat? Vaše možnosti jsou zdánlivě nekonečné. Existují totiž miliony různých druhů písem, které navíc spadají do desítek kategorií a subkategorií. A tak si většina lidí nakonec raději vybere nějaké to populární, na které jsou uživatelé zvyklí, jako je např. Times New Roman. V dnešní mňamce vám ale ukážeme, že to není zrovna ta nejlepší cesta, pokud chcete skutečně vyniknout!                         ~https://blog.datawrapper.de/fonts-for-data-visualization/~https://www.bizztreat.com/files/responsive/360/0/pismo.png
Je to mezera, není to mezera? | Mňamka #370~                          O významu čištění dat toho bylo napsáno již poměrně hodně. Zjednodušeně by se to dalo shrnout takto – pokud si neuděláte úklid už na vstupu, budete mít neskutečný bordel i na výstupu. Dnes se proto podíváme, jak ve si Snowflake SQL vyčistit finanční čísla z Google Sheets. Petr vám postupně ukáže, jak by měl vypadat čistící skript pro data různých formátů. A narazil při tom i na jeden opravdu záludný oříšek. Není totiž mezera jako mezera. O tom už ale více v dnešní mňamce!                        ~https://www.bizztreat.com/blog/je-to-mezera-neni-to-mezera-mnamka-370~https://www.bizztreat.com/files/responsive/360/0/cisteni.jpg
Datová kvalita – jaké metriky prioritizovat? | Mňamka #368~                          „60 % vedoucích pracovníků nedůvěřuje zcela datům, se kterými pracují.“ To je samozřejmě pro každou firmu, která má ambici činit datově podložená rozhodnutí, obrovský problém. Naprosto zásadní je proto neustále pracovat na zvyšování kvality dat. Jenže to má jeden háček. Zatímco špatnou kvalitu obvykle jednoduše poznáte, definice dobré kvality už bývají značně subjektivní. V dnešní mňamce se proto podíváme na to, jaké jsou vhodné metriky pro měření datové kvality.                        ~https://www.infoworld.com/article/3667314/3-data-quality-metrics-dataops-should-prioritize.html~https://www.bizztreat.com/files/responsive/360/0/dataquality.jpg
Jak na stromové mapy | Mňamka #369~                          Stromové mapy patří k modernějším vizualizačním technikám. Vznikly až v 90. letech minulého století v reakci na potřebu efektivním způsobem vizualizovat velké množství dat. Jejich hlavní přednostní je hierarchické zobrazení, které usnadňuje vyhledávání vzorů v datech. I když jsou ale stromové mapy vizuálně velmi atraktivní, může se vám snadno stát, že pro vaše publikum budou jen španělskou vesnicí. Dnes jsme si proto pro vás přichystali článek, který vám názorně vysvětlí, kdy stromové mapy používat a jaké k nim existují alternativy.                        ~https://www.storytellingwithdata.com/blog/what-is-a-treemap~https://www.bizztreat.com/files/responsive/360/0/treemap.png
Period Over Period v Tableau | Mňamka #367~                          Při práci s daty ve vizualizačních nástrojích si velmi často potřebujete porovnat jednotlivá časová období. Zajímají vás např. prodeje tento vs. předchozí rok. V Tableau máte hned několik možností, jak takové period over period srovnání provést. Kterou z nich ale zvolit? Tomáš pro vás sepsal mňamku, ve které vás postupně provede výhodami a nevýhodami standardního řešení v podobě Quick Table Calculation, použití LOOKUP funkce, výpočetně náročnějšího data blendingu a variabilního custom filteru s předdefinovaným obdobím.                        ~https://www.bizztreat.com/blog/period-over-period-v-tableau-mnamka-367~https://www.bizztreat.com/files/responsive/360/0/obrazek1.jpg
Proč je tak těžké stát se data-driven firmou? | Mňamka #365~                          Čím dál více firem se chce ve svém rozhodování řídit daty. Jenže takovou data-driven společností se nestanete jen tím, že si to napíšete na web či nad vstup do budovy. Nejčastější překážkou pro zavedení datové kultury jsou samotní lidé. Pokud není ve firmě správná kultura, ani sebelepší strategie vás nezachrání. Ostatně, jak řekl Peter Drucker: „Firemní kultura si dává strategii k snídani.“ Takový je tedy alespoň jeden ze závěrů aktuálního průzkumu od NewVantage Partners, ve kterém se dozvíte, jak si firmy na cestě k data-driven vedou.                        ~https://www.newvantage.com/_files/ugd/e5361a_ad5a8b3da8254a71807d2dccdb0844be.pdf~https://www.bizztreat.com/files/responsive/360/0/datadriven.png
Co zvládne BI platforma lépe než Excel? | Mňamka #366~                          Možná si také někdy kladete otázku, k čemu vám to Business Intelligence ve firmě vlastně bude. Máte přece Excel a všichni snad víme, jak tabulky fungují, ne? A vskutku, i s Excelem můžete dělat pokročilejší analýzy typu „co se stane, když“. Má to ale své limity, stále jde totiž především o software, který vznikl pro jednoho člověka a jeho počítač. V dnešní mňamce si proto posvítíme na věci, které téměř každá BI platforma zvládne lépe než Excel. Řeč bude např. o reportingu, standardizaci nebo interaktivních vizualizacích.                        ~https://medium.com/@abdelilah.moulida/from-spreadsheets-to-business-intelligence-777f7ce31b1e~https://www.bizztreat.com/files/responsive/360/0/bivsexcel.jpg
Datová analytika v Salesu | Mňamka #364~                          Pokud vám nefunguje obchod, jen těžko může vaše firma vzkvétat. Abyste ale obchod mohli dělat kvalitně a efektivně ho i řídit, potřebujete k tomu aktuální a přesné informace, které najdete právě v datech. Patrik pro vás proto sepsal svůj pohled na to, jak konkrétně vám datová analytika může v salesu pomoci. Jedině díky ní totiž snadno a na pár kliknutí zjistíte, jak si vaše firma v obchodním procesu vede, jaká je aktivita vašich obchodníků či kde ještě máte prostor pro další zlepšení.                         ~https://www.bizztreat.com/blog/datova-analytika-v-salesu-mnamka-364~https://www.bizztreat.com/files/responsive/360/0/sales.png
"SQL klauzule ""with"" aneb jak na přehledný kód | Mňamka #361"~"                          Při psaní kódu se můžeme setkat se dvěma extrémy, na které je dobré si dát pozor. Tím prvním je vytváření nesčetného množství dočasných tabulek, které v konečném důsledku vedou k velmi nepřehlednému a dlouhému kódu. Druhým extrémem je pak snaha napsat celou logiku v jednom řádku. Bára vám proto v dnešní mňamce na praktických příkladech ukáže, jak se těmto extrémům můžete vyvarovat. Pomocí SQL klauzule ""with"" je totiž možné napsat komplexní kód, který je přehledný a snadno čitelný!                        "~https://witty-mayflower-fdf.notion.site/SQL-klauzule-with-aneb-jak-na-p-ehledn-kod-ddfa4afca64a4205953493605ac6af17~https://www.bizztreat.com/files/responsive/360/0/tabulka2.png
Remote práce a měření výkonu lidí | Mňamka #362~                          Co neměříš, to neřídíš. V situaci, kdy spousta lidí začala pracovat z domova, si firmy stále častěji kladou otázku, jak měřit a zlepšit výkon svých pracovníků. Remote práce totiž přinesla nasazení celé plejády nových firemních nástrojů, což nevyhnutelně generuje i obrovské množství dat k analýze. Samotná skutečnost, že taková data můžete analyzovat, ale ještě neznamená, že byste je analyzovat měli. Pokud vás zajímá, jak tato data efektivně a vhodně využít, máme pro vás inspiraci ze světa sportu. Více už v článku z MIT!                        ~https://mitsloan.mit.edu/ideas-made-to-matter/4-ways-data-plays-a-role-winning-teams~https://www.bizztreat.com/files/responsive/360/0/data-remote.jpg
Jak si očistit data? | Mňamka #363~                          Když vám na stole přistane balík nových dat, jedna z prvních věcí, kterou musíte udělat, je pustit se do jejich čistění. Jasně, dá to spoustu práce, často s tím strávíte dokonce až 80 % času v rámci celého datového procesu, ale nedá se nic dělat. Data si zkrátka musíte očistit a připravit pro další analýzu. Jedině tak můžete dostat spolehlivé odpovědi na vaše byznysové otázky. Osvědčený princip GIGO (tj. garbage in, garbage out) totiž v této oblasti platí dvojnásob. Dnes vám proto přinášíme přehledný checklist, ať vám to čištění jde pěkně od ruky!                        ~https://www.datacamp.com/blog/infographic-data-cleaning-checklist~https://www.bizztreat.com/files/responsive/360/0/checklist.png
Kolik stojí nízká datová kvalita? | Mňamka #359~                          Datová kvalita už zdaleka není jen buzzword, naopak trápí čím dál více firem. S rostoucím objemem zpracovávaných dat a komplexností systémů totiž nevyhnutelně stoupá i počet datových incidentů, které je potřeba dennodenně řešit. A to stojí firmy podle aktuálního průzkumu od Monte Carlo Data neskutečné množství peněz a času. Datoví inženýři např. tráví v průměru 40 % své pracovní doby hašením požárů vzešlých z nízké datové kvality. Pokud vás zajímá, k jakým dalším zjištěním průzkum došel, přečtěte si dnešní mňamku!                        ~https://www.montecarlodata.com/blog-data-quality-survey-2022/~https://www.bizztreat.com/files/responsive/360/0/datovakvalitapruzkum.jpg
Kdy používat ve vizualizacích mapy? | Mňamka #360~                          Asi všichni máme rádi mapy. Ve vizualizacích jsou působivé a naše publikum zaručeně ohromí. Je proto celkem přirozené, že se s jejich pomocí někdy snažíme vizualizovat jakákoliv data, která mají nějakou geografickou dimenzi. I když se to ale na první pohled může jevit jako dobrý nápad, jedná se o poměrně častou chybu. V mnoha případech je totiž podstatně lepší, a hlavně přehlednější použít k vizualizaci dat staré dobré grafy. O tom už ale více v poslední dnešní mňamce!                        ~https://www.storytellingwithdata.com/blog/when-should-i-use-a-map~https://www.bizztreat.com/files/responsive/360/0/mapy.png
Jak vylepšit vizuál dashboardů v Tableau? 5 triků od Emila. | Mňamka #358~                          Koukáte na svůj dashboard v Tableau a přijde vám, že není zrovna uživatelsky přívětivý a přehledný? Poradíme vám, co se s tím dá udělat. Tableau je jedním z vizualizačních nástrojů, který u nás rádi používáme, Emil proto sepsal 5 triků, jak můžete jednoduše vylepšit vizuál vašich dashboardů. Vystačíte si přitom jen s nativními funkcemi Tableau. Nastavení barev reportů, outer a inner paddingu nebo třeba vložení filtrů a legend totiž dokáže udělat divy. Však posuďte sami!                        ~https://www.bizztreat.com/blog/jak-vylepsit-vizual-dashboardu-v-tableau-5-triku-od-emila-mnamka-358~https://www.bizztreat.com/files/responsive/360/0/tableau2.png
Proč nepodceňovat špinavá data? | Mňamka #356~                          Špinavá data mohou firmám zadělat na pořádné problémy. Například Samsung kvůli nim před časem přišel o neuvěřitelných 300 milionů dolarů. Nejde ale jen o tyto velké případy. I zdánlivé banality, jako jsou duplicity v datech, vás totiž mohou připravit nejen peníze, ale i o důvěru. Zákazníka, kterému pošlete dvě shodná přání k Vánocům, totiž asi příliš nepotěšíte. Ba co hůř, špinavá data vás v rostoucí míře vystavují i signifikantním bezpečnostním hrozbám. O tom už ale více v dnešním článku!                        ~https://www.techrepublic.com/article/dirty-data-cybersecurity-concerns/~https://www.bizztreat.com/files/responsive/360/0/cybersecurity.jpeg
Datové vizualizace zachraňují životy | Mňamka #357~                          Nikdo nečte statistické tabulky! To už věděla Florence Nightingale, když se v 19. století pomocí dat snažila odborné veřejnosti tehdejší doby ukázat, že špatná hygiena vede k řadě zbytečných úmrtí v armádě. Přišla proto s veskrze moderním řešením. Dnes bychom řekli, že svému publiku naservírovala všechna relevantní data v přehledném dashboardu. Její vizualizace byly poutavé a přístupné, a proto vedly k potřebným změnám. Z naší zkušenosti nezbývá než dodat, že v tomto se od té doby vskutku mnoho nezměnilo. Posuďte sami!                        ~https://www.scientificamerican.com/article/how-florence-nightingale-changed-data-visualization-forever/~https://www.bizztreat.com/files/responsive/360/0/florence.jpg
Zeigarnikové efekt a progress bar – metody k produktivnějšímu životu? | Mňamka #355~                          Všimli jste si také někdy, že si mnohem lépe pamatujete věci, které jsou nedokončené? Tato tendence lidského mozku se označuje jako efekt Zeigarnikové. Lidský mozek má zkrátka rád věci dodělané, a proto vás motivuje k jejich dokončení. Dobrá zpráva ale je, že znalost tohoto efektu můžete využít ke svému prospěchu. Naše Péťa si pro vás připravila výbornou mňamku, ve které se dozvíte, jak na to. Pokud chcete vědět, proč je lepší si dát pauzu už v průběhu úkolu či jak vám při plánování pomůže progress bar, pusťte se do čtení!                        ~https://www.bizztreat.com/blog/zeigarnikove-efekt-a-progress-bar-metody-k-produktivnejsimu-zivotu-mnamka-355~https://www.bizztreat.com/files/responsive/360/0/progressbar.jpg
Proč vás cloud nespasí? | Mňamka #353~                          „Tak my to převedeme do cloudu a máme data vyřešená.“ Tohle si říká spousta firem. Bohužel, není to tak jednoduché. Samotný přechod do cloudu vaši firmu nespasí. Jediné, co tím získáte, jsou špatně využívaná data v cloudu. Nic jiného se nezmění. Většina firem totiž neumí se svými daty optimálně pracovat, a to bez ohledu na to, zda jsou v cloudu nebo nikoliv. Často jim chybí třeba úplně základní analytiky, jako jsou predikce prodejů a skladových zásob. Jak z toho ven? To už se dočtete v dnešní mňamce.                         ~https://www.infoworld.com/article/3667888/why-do-businesses-suck-at-using-data.html~https://www.bizztreat.com/files/responsive/360/0/cloud.jpg
Izochrony, aneb kam se dostanete vlakem po Evropě | Mňamka #354~                          Kam až se dostanete vlakem za 5 hodin? Pokud se ještě během letošního léta chystáte na výlet s rodinou či přáteli, máme pro vás skvělou vizualizaci dat Deutsche Bahn. Benjamin Td dal dohromady interaktivní izochronickou mapu, která vám ukáže, kam můžete během 5 hodin dojet z kterékoliv stanice po celé Evropě. Pozor ale, ve vizualizaci se počítá s optimálními cestovními časy. Na přestupy tedy máte jen 20 minut a vlaky jezdí zásadně bez zpoždění. Tak šťastnou cestu!                        ~https://chronotrains-eu.vercel.app/~https://www.bizztreat.com/files/responsive/360/0/train.png
Proč mít firemní Wiki (nejen pro datové projekty)? | Mňamka #352~                          Asi žádná firma nechce zbytečně ztrácet svoje know-how. Právě k tomu ale často dochází při odchodu klíčových lidí. Jak tomu přecházet a minimalizovat závislost na konkrétním jedinci a jeho znalostech? Ideálním řešením může být firemní Wiki. Možností na trhu je celá řada, u nás se nám ale pro tyto účely osvědčil open source software BookStack. Náš CEO Patrik proto sepsal článek, ve kterém vám ukáže, jakým způsobem v BizzTreat přistupujeme k vytváření firemní dokumentace.                        ~https://www.bizztreat.com/blog/proc-mit-firemni-wiki-nejen-pro-datove-projekty-mnamka-352~https://www.bizztreat.com/files/responsive/360/0/2979-obrazek1.png
Jak se běží datový maraton? | Mňamka #350~                          Práce s daty je někdy jako maraton. Na začátku musíte být chytří. Vědět, kam směřujete, a mít dobře nastavené business procesy s vazbou na sběr dat. Uprostřed musíte prokázat sílu. Spoléhat se na své dovednosti a klást si ty správné otázky. A na konci musíte inspirovat ostatní. Ukázat jim, že to, co děláte, má smysl a povede to k pozitivním změnám. V dnešní mňamce jsme si pro vás přichystali článek, který vám poradí, jak co nejlépe zvládnout poslední míli takového datového maratonu.                        ~https://www.forbes.com/sites/brentdykes/2022/01/12/data-analytics-marathon-why-your-organization-must-focus-on-the-finish/?sh=63d21f983c3b~https://www.bizztreat.com/files/responsive/360/0/maraton3.png
Největší úniky dat v historii | Mňamka #351~                          Facebook, LinkedIn, Twitch, Canva. To je jen pár příkladů největších úniků dat z poslední doby. Jde o sílící jev, který může pro dotčené firmy představovat vážnou hrozbu. S každým bezpečnostním incidentem jsou totiž spojena značná rizika, která mohou vést ke ztrátě důvěry klientů a v krajním případě až k likvidaci firmy. Jelikož u nás bereme bezpečnost zákaznických dat velmi vážně, pojďte se spolu s námi prostřednictvím interaktivní vizualizace poučit z největších chyb ostatních.                        ~https://informationisbeautiful.net/visualizations/worlds-biggest-data-breaches-hacks/~https://www.bizztreat.com/files/responsive/360/0/uniky.png
